experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score,score type
11.02,multiclass,Random Forest,"(10908, 12800)",200,400,4,30,50,0.6871976181615185,species_recall
11.02,multiclass,Random Forest,"(10908, 89798)",200,400,6,30,50,0.38202456270934126,species_recall
11.02,multiclass,Random Forest,"(10908, 141073)",200,400,8,30,50,0.3020096762188314,species_recall
11.02,multiclass,Random Forest,"(10908, 126213)",200,400,10,30,50,0.2673985857834016,species_recall
11.02,multiclass,Random Forest,"(10908, 102297)",200,400,12,30,50,0.27112020841086715,species_recall
11.02,multiclass,Random Forest,"(15, 1594)",400,1,1,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 2369)",400,1,2,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 2163)",400,1,4,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(15, 1511)",400,1,6,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1149)",400,1,8,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 920)",400,1,10,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 759)",400,1,12,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(137, 1600)",400,10,1,30,50,0.3088235294117647,species_recall
11.02,multiclass,Random Forest,"(137, 3200)",400,10,2,30,50,0.29411764705882354,species_recall
11.02,multiclass,Random Forest,"(137, 12539)",400,10,4,30,50,0.22058823529411764,species_recall
11.02,multiclass,Random Forest,"(137, 12565)",400,10,6,30,50,0.23529411764705882,species_recall
11.02,multiclass,Random Forest,"(137, 9940)",400,10,8,30,50,0.23529411764705882,species_recall
11.02,multiclass,Random Forest,"(137, 7994)",400,10,10,30,50,0.16176470588235295,species_recall
11.02,multiclass,Random Forest,"(137, 6597)",400,10,12,30,50,0.14705882352941177,species_recall
11.02,multiclass,Random Forest,"(1364, 1600)",400,100,1,30,50,0.4918276374442793,species_recall
11.02,multiclass,Random Forest,"(1364, 3200)",400,100,2,30,50,0.5096582466567607,species_recall
11.02,multiclass,Random Forest,"(1364, 25094)",400,100,4,30,50,0.4487369985141159,species_recall
11.02,multiclass,Random Forest,"(1364, 82213)",400,100,6,30,50,0.27786032689450224,species_recall
11.02,multiclass,Random Forest,"(1364, 83520)",400,100,8,30,50,0.2823179791976226,species_recall
11.02,multiclass,Random Forest,"(1364, 69159)",400,100,10,30,50,0.23328380386329867,species_recall
11.02,multiclass,Random Forest,"(1364, 57273)",400,100,12,30,50,0.2659732540861813,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",400,200,1,30,50,0.59375,species_recall
11.02,multiclass,Random Forest,"(2727, 3200)",400,200,2,30,50,0.5997023809523809,species_recall
11.02,multiclass,Random Forest,"(2727, 25513)",400,200,4,30,50,0.48214285714285715,species_recall
11.02,multiclass,Random Forest,"(2727, 117648)",400,200,6,30,50,0.3244047619047619,species_recall
11.02,multiclass,Random Forest,"(2727, 138430)",400,200,8,30,50,0.29092261904761907,species_recall
11.02,multiclass,Random Forest,"(2727, 117454)",400,200,10,30,50,0.2760416666666667,species_recall
11.02,multiclass,Random Forest,"(2727, 97564)",400,200,12,30,50,0.2775297619047619,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",400,400,1,30,50,0.7495347971715668,species_recall
11.02,multiclass,Random Forest,"(5454, 3200)",400,400,2,30,50,0.7688872348343878,species_recall
11.02,multiclass,Random Forest,"(5454, 25592)",400,400,4,30,50,0.6531447711202084,species_recall
11.02,multiclass,Random Forest,"(5454, 149776)",400,400,6,30,50,0.37179010048381095,species_recall
11.02,multiclass,Random Forest,"(5454, 203308)",400,400,8,30,50,0.2940081875697804,species_recall
11.02,multiclass,Random Forest,"(5454, 177202)",400,400,10,30,50,0.2731671008559732,species_recall
11.02,multiclass,Random Forest,"(5454, 147586)",400,400,12,30,50,0.28693710457759586,species_recall
11.02,multiclass,Random Forest,"(56, 400)",100,1,1,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 790)",100,1,2,30,50,0.20689655172413793,species_recall
11.02,multiclass,Random Forest,"(56, 1687)",100,1,4,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 1325)",100,1,6,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 1007)",100,1,8,30,50,0.2413793103448276,species_recall
11.02,multiclass,Random Forest,"(56, 840)",100,1,10,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 672)",100,1,12,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(546, 400)",100,10,1,30,50,0.362962962962963,species_recall
11.02,multiclass,Random Forest,"(546, 800)",100,10,2,30,50,0.3296296296296296,species_recall
11.02,multiclass,Random Forest,"(546, 5644)",100,10,4,30,50,0.3,species_recall
11.02,multiclass,Random Forest,"(546, 10407)",100,10,6,30,50,0.2814814814814815,species_recall
11.02,multiclass,Random Forest,"(546, 8983)",100,10,8,30,50,0.24814814814814815,species_recall
11.02,multiclass,Random Forest,"(546, 7607)",100,10,10,30,50,0.2740740740740741,species_recall
11.02,multiclass,Random Forest,"(546, 6098)",100,10,12,30,50,0.23703703703703705,species_recall
11.02,multiclass,Random Forest,"(5454, 400)",100,100,1,30,50,0.6791961295124674,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",100,100,2,30,50,0.6903609973948641,species_recall
11.02,multiclass,Random Forest,"(5454, 6398)",100,100,4,30,50,0.5076293263863044,species_recall
11.02,multiclass,Random Forest,"(5454, 38839)",100,100,6,30,50,0.3669519910681057,species_recall
11.02,multiclass,Random Forest,"(5454, 54360)",100,100,8,30,50,0.28247115742463713,species_recall
11.02,multiclass,Random Forest,"(5454, 49461)",100,100,10,30,50,0.2694454782285076,species_recall
11.02,multiclass,Random Forest,"(5454, 40005)",100,100,12,30,50,0.25418682545589877,species_recall
11.02,multiclass,Random Forest,"(10908, 400)",100,200,1,30,50,0.8474134722739114,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",100,200,2,30,50,0.843133606252326,species_recall
11.02,multiclass,Random Forest,"(10908, 6400)",100,200,4,30,50,0.6293263863044287,species_recall
11.02,multiclass,Random Forest,"(10908, 44517)",100,200,6,30,50,0.37588388537402306,species_recall
11.02,multiclass,Random Forest,"(10908, 70360)",100,200,8,30,50,0.2904726460736881,species_recall
11.02,multiclass,Random Forest,"(10908, 65732)",100,200,10,30,50,0.2638630442873093,species_recall
11.02,multiclass,Random Forest,"(10908, 53315)",100,200,12,30,50,0.2653516933382955,species_recall
11.02,multiclass,Random Forest,"(21817, 400)",100,400,1,30,50,0.9634316553456779,species_recall
11.02,multiclass,Random Forest,"(21817, 800)",100,400,2,30,50,0.962873360007444,species_recall
11.02,multiclass,Random Forest,"(21817, 6400)",100,400,4,30,50,0.706894947427189,species_recall
11.02,multiclass,Random Forest,"(21817, 46718)",100,400,6,30,50,0.44189076021215223,species_recall
11.02,multiclass,Random Forest,"(21817, 77888)",100,400,8,30,50,0.300642039638969,species_recall
11.02,multiclass,Random Forest,"(21817, 73645)",100,400,10,30,50,0.270680189820415,species_recall
11.02,multiclass,Random Forest,"(21817, 59814)",100,400,12,30,50,0.263422350423374,species_recall
11.02,multiclass,Random Forest,"(29, 800)",200,1,1,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1449)",200,1,2,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1943)",200,1,4,30,50,0.06666666666666667,species_recall
11.02,multiclass,Random Forest,"(29, 1437)",200,1,6,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1100)",200,1,8,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 880)",200,1,10,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 704)",200,1,12,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(274, 800)",200,10,1,30,50,0.2962962962962963,species_recall
11.02,multiclass,Random Forest,"(274, 1600)",200,10,2,30,50,0.37037037037037035,species_recall
11.02,multiclass,Random Forest,"(274, 9174)",200,10,4,30,50,0.28888888888888886,species_recall
11.02,multiclass,Random Forest,"(274, 12175)",200,10,6,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(274, 10038)",200,10,8,30,50,0.21481481481481482,species_recall
11.02,multiclass,Random Forest,"(274, 8090)",200,10,10,30,50,0.24444444444444444,species_recall
11.02,multiclass,Random Forest,"(274, 6478)",200,10,12,30,50,0.24444444444444444,species_recall
11.02,multiclass,Random Forest,"(2727, 800)",200,100,1,30,50,0.5758928571428571,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",200,100,2,30,50,0.5818452380952381,species_recall
11.02,multiclass,Random Forest,"(2727, 12782)",200,100,4,30,50,0.45461309523809523,species_recall
11.02,multiclass,Random Forest,"(2727, 61150)",200,100,6,30,50,0.36086309523809523,species_recall
11.02,multiclass,Random Forest,"(2727, 72782)",200,100,8,30,50,0.2924107142857143,species_recall
11.02,multiclass,Random Forest,"(2727, 61779)",200,100,10,30,50,0.2611607142857143,species_recall
11.02,multiclass,Random Forest,"(2727, 49776)",200,100,12,30,50,0.25148809523809523,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",200,200,1,30,50,0.7097134350576851,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",200,200,2,30,50,0.7171566803126163,species_recall
11.02,multiclass,Random Forest,"(5454, 12796)",200,200,4,30,50,0.5917379977670264,species_recall
11.02,multiclass,Random Forest,"(5454, 78796)",200,200,6,30,50,0.39077037588388536,species_recall
11.02,multiclass,Random Forest,"(5454, 109535)",200,200,8,30,50,0.2705619650167473,species_recall
11.02,multiclass,Random Forest,"(5454, 95587)",200,200,10,30,50,0.2820989951618906,species_recall
11.02,multiclass,Random Forest,"(5454, 77276)",200,200,12,30,50,0.2705619650167473,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",200,400,1,30,50,0.8699292891700782,species_recall
11.02,multiclass,Random Forest,"(10908, 1600)",200,400,2,30,50,0.8747673985857835,species_recall
11.02,multiclass,Random Forest,"(10908, 12800)",200,400,4,30,50,0.7000372162262747,species_recall
11.02,multiclass,Random Forest,"(10908, 89837)",200,400,6,30,50,0.42687011537030145,species_recall
11.02,multiclass,Random Forest,"(10908, 140943)",200,400,8,30,50,0.29698548567175287,species_recall
11.02,multiclass,Random Forest,"(10908, 126113)",200,400,10,30,50,0.27540007443245257,species_recall
11.02,multiclass,Random Forest,"(10908, 102223)",200,400,12,30,50,0.26702642352065503,species_recall
11.02,multiclass,Random Forest,"(15, 1589)",400,1,1,30,50,0.0,species_recall
11.02,multiclass,Random Forest,"(15, 2343)",400,1,2,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(15, 2144)",400,1,4,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1506)",400,1,6,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1149)",400,1,8,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 920)",400,1,10,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 759)",400,1,12,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(137, 1600)",400,10,1,30,50,0.35294117647058826,species_recall
11.02,multiclass,Random Forest,"(137, 3200)",400,10,2,30,50,0.27941176470588236,species_recall
11.02,multiclass,Random Forest,"(137, 12691)",400,10,4,30,50,0.3235294117647059,species_recall
11.02,multiclass,Random Forest,"(137, 12716)",400,10,6,30,50,0.2647058823529412,species_recall
11.02,multiclass,Random Forest,"(137, 10056)",400,10,8,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(137, 8076)",400,10,10,30,50,0.2647058823529412,species_recall
11.02,multiclass,Random Forest,"(137, 6666)",400,10,12,30,50,0.23529411764705882,species_recall
11.02,multiclass,Random Forest,"(1364, 1600)",400,100,1,30,50,0.49777117384843983,species_recall
11.02,multiclass,Random Forest,"(1364, 3200)",400,100,2,30,50,0.5200594353640416,species_recall
11.02,multiclass,Random Forest,"(1364, 25089)",400,100,4,30,50,0.43833580980683506,species_recall
11.02,multiclass,Random Forest,"(1364, 81802)",400,100,6,30,50,0.27340267459138184,species_recall
11.02,multiclass,Random Forest,"(1364, 82830)",400,100,8,30,50,0.2585438335809807,species_recall
11.02,multiclass,Random Forest,"(1364, 68599)",400,100,10,30,50,0.2897473997028232,species_recall
11.02,multiclass,Random Forest,"(1364, 56817)",400,100,12,30,50,0.2674591381872214,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",400,200,1,30,50,0.6160714285714286,species_recall
11.02,multiclass,Random Forest,"(2727, 3200)",400,200,2,30,50,0.6272321428571429,species_recall
11.02,multiclass,Random Forest,"(2727, 25515)",400,200,4,30,50,0.5438988095238095,species_recall
11.02,multiclass,Random Forest,"(2727, 117729)",400,200,6,30,50,0.3288690476190476,species_recall
11.02,multiclass,Random Forest,"(2727, 138205)",400,200,8,30,50,0.2924107142857143,species_recall
11.02,multiclass,Random Forest,"(2727, 117176)",400,200,10,30,50,0.27380952380952384,species_recall
11.02,multiclass,Random Forest,"(2727, 97335)",400,200,12,30,50,0.27232142857142855,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",400,400,1,30,50,0.7454410122813546,species_recall
11.02,multiclass,Random Forest,"(5454, 3200)",400,400,2,30,50,0.7666542612579085,species_recall
11.02,multiclass,Random Forest,"(5454, 25588)",400,400,4,30,50,0.6706363974692966,species_recall
11.02,multiclass,Random Forest,"(5454, 150518)",400,400,6,30,50,0.36285820617789355,species_recall
11.02,multiclass,Random Forest,"(5454, 204958)",400,400,8,30,50,0.2925195385187942,species_recall
11.02,multiclass,Random Forest,"(5454, 178529)",400,400,10,30,50,0.2720506140677335,species_recall
11.02,multiclass,Random Forest,"(5454, 148786)",400,400,12,30,50,0.28470413100111647,species_recall
11.02,multiclass,Random Forest,"(56, 400)",100,1,1,30,50,0.3793103448275862,species_recall
11.02,multiclass,Random Forest,"(56, 786)",100,1,2,30,50,0.27586206896551724,species_recall
11.02,multiclass,Random Forest,"(56, 1680)",100,1,4,30,50,0.10344827586206896,species_recall
11.02,multiclass,Random Forest,"(56, 1315)",100,1,6,30,50,0.20689655172413793,species_recall
11.02,multiclass,Random Forest,"(56, 1005)",100,1,8,30,50,0.3103448275862069,species_recall
11.02,multiclass,Random Forest,"(56, 840)",100,1,10,30,50,0.2413793103448276,species_recall
11.02,multiclass,Random Forest,"(56, 672)",100,1,12,30,50,0.034482758620689655,species_recall
11.02,multiclass,Random Forest,"(546, 400)",100,10,1,30,50,0.34444444444444444,species_recall
11.02,multiclass,Random Forest,"(546, 800)",100,10,2,30,50,0.37037037037037035,species_recall
11.02,multiclass,Random Forest,"(546, 5662)",100,10,4,30,50,0.362962962962963,species_recall
11.02,multiclass,Random Forest,"(546, 10425)",100,10,6,30,50,0.2740740740740741,species_recall
11.02,multiclass,Random Forest,"(546, 9122)",100,10,8,30,50,0.31851851851851853,species_recall
11.02,multiclass,Random Forest,"(546, 7708)",100,10,10,30,50,0.27037037037037037,species_recall
11.02,multiclass,Random Forest,"(546, 6183)",100,10,12,30,50,0.2111111111111111,species_recall
11.02,multiclass,Random Forest,"(5454, 400)",100,100,1,30,50,0.6836620766654261,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",100,100,2,30,50,0.6907331596576107,species_recall
11.02,multiclass,Random Forest,"(5454, 6398)",100,100,4,30,50,0.5601042054335691,species_recall
11.02,multiclass,Random Forest,"(5454, 38685)",100,100,6,30,50,0.32713062895422407,species_recall
11.02,multiclass,Random Forest,"(5454, 53709)",100,100,8,30,50,0.27726088574618535,species_recall
11.02,multiclass,Random Forest,"(5454, 48954)",100,100,10,30,50,0.27726088574618535,species_recall
11.02,multiclass,Random Forest,"(5454, 39578)",100,100,12,30,50,0.27540007443245257,species_recall
11.02,multiclass,Random Forest,"(10908, 400)",100,200,1,30,50,0.8548567175288426,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",100,200,2,30,50,0.857089691105322,species_recall
11.02,multiclass,Random Forest,"(10908, 6400)",100,200,4,30,50,0.6479344994417566,species_recall
11.02,multiclass,Random Forest,"(10908, 44552)",100,200,6,30,50,0.37923334573874207,species_recall
11.02,multiclass,Random Forest,"(10908, 70438)",100,200,8,30,50,0.2960550800148865,species_recall
11.02,multiclass,Random Forest,"(10908, 65795)",100,200,10,30,50,0.2713062895422404,species_recall
11.02,multiclass,Random Forest,"(10908, 53354)",100,200,12,30,50,0.27260885746185337,species_recall
11.02,multiclass,Random Forest,"(21817, 400)",100,400,1,30,50,0.9598027356471573,species_recall
11.02,multiclass,Random Forest,"(21817, 800)",100,400,2,30,50,0.9681771657206663,species_recall
11.02,multiclass,Random Forest,"(21817, 6400)",100,400,4,30,50,0.7029868800595515,species_recall
11.02,multiclass,Random Forest,"(21817, 46702)",100,400,6,30,50,0.37173164604075554,species_recall
11.02,multiclass,Random Forest,"(21817, 77840)",100,400,8,30,50,0.30054899041593003,species_recall
11.02,multiclass,Random Forest,"(21817, 73597)",100,400,10,30,50,0.26500418721503677,species_recall
11.02,multiclass,Random Forest,"(21817, 59781)",100,400,12,30,50,0.26593467944542665,species_recall
11.02,multiclass,Random Forest,"(29, 800)",200,1,1,30,50,0.26666666666666666,species_recall
11.02,multiclass,Random Forest,"(29, 1436)",200,1,2,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1960)",200,1,4,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1436)",200,1,6,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1099)",200,1,8,30,50,0.06666666666666667,species_recall
11.02,multiclass,Random Forest,"(29, 880)",200,1,10,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 704)",200,1,12,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(274, 800)",200,10,1,30,50,0.37037037037037035,species_recall
11.02,multiclass,Random Forest,"(274, 1600)",200,10,2,30,50,0.3333333333333333,species_recall
11.02,multiclass,Random Forest,"(274, 8999)",200,10,4,30,50,0.28888888888888886,species_recall
11.02,multiclass,Random Forest,"(274, 11985)",200,10,6,30,50,0.2740740740740741,species_recall
11.02,multiclass,Random Forest,"(274, 9878)",200,10,8,30,50,0.28888888888888886,species_recall
11.02,multiclass,Random Forest,"(274, 7969)",200,10,10,30,50,0.2222222222222222,species_recall
11.02,multiclass,Random Forest,"(274, 6383)",200,10,12,30,50,0.23703703703703705,species_recall
11.02,multiclass,Random Forest,"(2727, 800)",200,100,1,30,50,0.5870535714285714,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",200,100,2,30,50,0.5654761904761905,species_recall
11.02,multiclass,Random Forest,"(2727, 12771)",200,100,4,30,50,0.5,species_recall
11.02,multiclass,Random Forest,"(2727, 61039)",200,100,6,30,50,0.29464285714285715,species_recall
11.02,multiclass,Random Forest,"(2727, 72468)",200,100,8,30,50,0.28943452380952384,species_recall
11.02,multiclass,Random Forest,"(2727, 61422)",200,100,10,30,50,0.2663690476190476,species_recall
11.02,multiclass,Random Forest,"(2727, 49487)",200,100,12,30,50,0.27306547619047616,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",200,200,1,30,50,0.7018980275400074,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",200,200,2,30,50,0.7253442500930406,species_recall
11.02,multiclass,Random Forest,"(5454, 12794)",200,200,4,30,50,0.586155563825828,species_recall
11.02,multiclass,Random Forest,"(5454, 78437)",200,200,6,30,50,0.3516933382954968,species_recall
11.02,multiclass,Random Forest,"(5454, 109389)",200,200,8,30,50,0.2742835876442129,species_recall
11.02,multiclass,Random Forest,"(5454, 95503)",200,200,10,30,50,0.2720506140677335,species_recall
11.02,multiclass,Random Forest,"(5454, 77139)",200,200,12,30,50,0.2742835876442129,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",200,400,1,30,50,0.8622999627837737,species_recall
11.02,multiclass,Random Forest,"(10908, 1600)",200,400,2,30,50,0.8697432080387049,species_recall
11.02,multiclass,Random Forest,"(10908, 12800)",200,400,4,30,50,0.6858950502419054,species_recall
11.02,multiclass,Random Forest,"(10908, 89342)",200,400,6,30,50,0.4279866021585411,species_recall
11.02,multiclass,Random Forest,"(10908, 139734)",200,400,8,30,50,0.3096390026051358,species_recall
11.02,multiclass,Random Forest,"(10908, 124916)",200,400,10,30,50,0.2696315593598809,species_recall
11.02,multiclass,Random Forest,"(10908, 101233)",200,400,12,30,50,0.2564197990323781,species_recall
11.02,multiclass,Random Forest,"(15, 1589)",400,1,1,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 2324)",400,1,2,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 2147)",400,1,4,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1509)",400,1,6,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1149)",400,1,8,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 920)",400,1,10,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 759)",400,1,12,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(137, 1600)",400,10,1,30,50,0.3382352941176471,species_recall
11.02,multiclass,Random Forest,"(137, 3200)",400,10,2,30,50,0.27941176470588236,species_recall
11.02,multiclass,Random Forest,"(137, 12707)",400,10,4,30,50,0.20588235294117646,species_recall
