experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
6.01,Linear SVC,"(10908, 6400)",100,200,4,0.01,0.839225902,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 6400)",100,200,4,0.1,0.875883885,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 6400)",100,200,4,1,0.876069967,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 6400)",100,200,4,10,0.874209155,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 6400)",100,200,4,100,0.874209155,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 44550)",100,200,6,0.01,0.841458876,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 44550)",100,200,6,0.1,0.842761444,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 44550)",100,200,6,1,0.842761444,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 44550)",100,200,6,10,0.841644957,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 44550)",100,200,6,100,0.841272795,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 70377)",100,200,8,0.01,0.846296985,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 70377)",100,200,8,0.1,0.842947525,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 70377)",100,200,8,1,0.840900633,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 70377)",100,200,8,10,0.840714552,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 70377)",100,200,8,100,0.84052847,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 65820)",100,200,10,0.01,0.830852252,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 65820)",100,200,10,0.1,0.83215482,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 65820)",100,200,10,1,0.831782657,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 65820)",100,200,10,10,0.832340901,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 65820)",100,200,10,100,0.832340901,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 53375)",100,200,12,0.01,0.810569408,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 53375)",100,200,12,0.1,0.811685895,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 53375)",100,200,12,1,0.818384816,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 53375)",100,200,12,10,0.818384816,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 53375)",100,200,12,100,0.818384816,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 400)",100,400,1,0.01,0.489904159,species_recall
,,,,,,,,
